ISO31662A2(State), FIPS 5-2(State), ShortName(City), FIPS 55-3(City), GNIS(City), Type, Latitude, Longitude
MT,30,Lindisfarne,43710,2583822,CDP,47.804366,-114.207093
MT,30,Little Bitterroot Lake,43830,2583823,CDP,48.125647,-114.734186
MT,30,Little Browning,43835,2583824,CDP,48.625244,-112.350060
MT,30,Livingston,43975,2410851,PPL,45.666492,-110.551557
MT,30,Lockwood,44200,2408626,CDP,45.831461,-108.396130
MT,30,Lodge Grass,44275,2412909,PPL,45.314163,-107.367310
MT,30,Lodge Pole,44350,2408627,CDP,48.027234,-108.551734
MT,30,Logan,44500,2583825,CDP,45.882868,-111.422595
MT,30,Lolo,44650,2408118,CDP,46.771867,-114.108442
MT,30,Loma,44800,2408119,CDP,47.951193,-110.488700
MT,30,Lonepine,44950,2408124,CDP,47.692119,-114.639625
MT,30,Malmstrom AFB,47275,2408164,CDP,47.505677,-111.182590
MT,30,Malta,47425,2410916,PPL,48.355421,-107.871075
MT,30,Manhattan,47575,2412941,PPL,45.855355,-111.325933
MT,30,Marion,47875,2583826,CDP,48.086441,-114.679506
MT,30,Martin,48100,2408187,PPL,48.393084,-114.031264
MT,30,Martinsdale,48175,2583827,CDP,46.454741,-110.311974
MT,30,Marysville,48250,2583828,CDP,46.750242,-112.302733
MT,30,Maxville,48625,2583829,CDP,46.476127,-113.235375
MT,30,Medicine Lake,48775,2412975,PPL,48.502260,-104.501686
MT,30,Melstone,49000,2412981,PPL,46.598703,-107.868458
MT,30,Midvale,49400,2583830,CDP,48.890239,-115.054472
MT,30,Miles,49525,2411105,PPL,46.405823,-105.838944
MT,30,Missoula,50200,2411124,PPL,46.869336,-114.007651
MT,30,Montana,51175,2408857,PPL,46.524102,-111.933359
MT,30,Moore,51550,2413011,PPL,46.975105,-109.695258
MT,30,Muddy,52315,2408887,CDP,45.579762,-106.775332
MT,30,Musselshell,52600,2408895,CDP,46.494154,-108.096293
MT,30,Nashua,52900,2413034,PPL,48.133783,-106.357559
MT,30,Neihart,53200,2413038,PPL,46.935209,-110.736052
MT,30,Niarada,53725,2408924,CDP,47.830862,-114.557731
MT,30,North Browning,54510,2408935,CDP,48.569417,-113.017738
MT,30,Noxon,54925,2408959,CDP,47.984831,-115.770587
MT,30,Old Agency,55260,2408983,CDP,47.325190,-114.297499
MT,30,Olney,55450,2583831,CDP,48.546948,-114.572365
MT,30,Opheim,55525,2413084,PPL,48.857123,-106.408227
MT,30,Orchard Homes,55675,2408996,CDP,46.857868,-114.076529
MT,30,Outlook,56050,2413095,PPL,48.888740,-104.785078
MT,30,Ovando,56125,2409005,CDP,47.022877,-113.181749
MT,30,Pablo,56350,2409011,CDP,47.604269,-114.105684
MT,30,Paradise,56425,2409024,CDP,47.384925,-114.795285
MT,30,Park,56575,2409026,PPL,45.629214,-108.921461
MT,30,Parker School,56650,2409029,CDP,48.246774,-109.734262
MT,30,Philipsburg,57175,2413127,PPL,46.332433,-113.295811
MT,30,Piltzville,57475,2583832,CDP,46.854796,-113.852863
MT,30,Pinesdale,57700,2413135,PPL,46.334211,-114.222998
MT,30,Pioneer Junction,57950,2583833,CDP,48.315806,-115.518259
MT,30,Plains,58150,2413141,PPL,47.460475,-114.884609
MT,30,Plentywood,58375,2411443,PPL,48.774972,-104.556482
MT,30,Plevna,58450,2412491,PPL,46.421848,-104.521103
MT,30,Polson,58750,2411452,PPL,47.689501,-114.143464
MT,30,Ponderosa Pines,58840,2583834,CDP,46.032146,-111.367092
MT,30,Pony,58900,2583835,CDP,45.662844,-111.882579
MT,30,Poplar,58975,2411458,PPL,48.110490,-105.196715
MT,30,Power,59500,2409100,CDP,47.721288,-111.700325
MT,30,Pray,59725,2583836,CDP,45.416908,-110.648144
MT,30,Pryor,59950,2409106,CDP,45.417059,-108.531218
MT,30,Rader Creek,60450,2583837,CDP,45.845548,-112.316043
MT,30,Radersburg,60475,2409119,CDP,46.196366,-111.631355
MT,30,Ravalli,61075,2409145,CDP,47.281344,-114.164390
MT,30,Red Lodge,61525,2411529,PPL,45.193752,-109.249777
MT,30,Reed Point,61900,2409157,CDP,45.707086,-109.547297
MT,30,Reserve,62125,2409165,CDP,48.602549,-104.467506
MT,30,Rexford,62200,2412545,PPL,48.899915,-115.171530
MT,30,Richey,62275,2412547,PPL,47.644172,-105.069669
MT,30,Riverbend,63042,2409185,CDP,47.145272,-114.832423
MT,30,Roberts,63400,2583838,CDP,45.343610,-109.181732
MT,30,Rocky Boy's Agency,63900,2409197,CDP,48.261028,-109.774804
MT,30,Rocky Boy West,63928,2585653,CDP,48.297170,-109.991871
MT,30,Rocky Point,63940,2409200,CDP,47.732327,-114.185477
MT,30,Rollins,64075,2409203,CDP,47.910549,-114.194843
MT,30,Ronan,64150,2410990,PPL,47.528475,-114.100919
MT,30,Roscoe,64300,2583839,CDP,45.351716,-109.493379
MT,30,Rosebud,64375,2583840,CDP,46.269792,-106.454091
MT,30,Roundup,64525,2411006,PPL,46.448335,-108.539687
MT,30,Roy,64675,2583841,CDP,47.334299,-108.959994
MT,30,Rudyard,64900,2409223,CDP,48.559872,-110.550061
MT,30,Ryegate,64975,2412589,PPL,46.298573,-109.253342
MT,30,Saco,65050,2412590,PPL,48.456865,-107.340908
MT,30,Saddle Butte,65065,2409226,CDP,48.523531,-109.645195
MT,30,St. Ignatius,65275,2412594,PPL,47.318259,-114.095399
MT,30,St. Marie,65400,2409228,CDP,48.404945,-106.502086
MT,30,St. Pierre,65537,2409232,CDP,48.243932,-109.816090
MT,30,St. Regis,65575,2409233,CDP,47.304890,-115.103912
MT,30,St. Xavier,65650,2409234,CDP,45.445145,-107.732727
MT,30,Sand Coulee,65950,2583842,CDP,47.402531,-111.172020
MT,30,Sangrey,66212,2409273,CDP,48.281659,-109.816742
MT,30,Santa Rita,66250,2583843,CDP,48.697693,-112.317306
MT,30,Savage,66550,2408495,CDP,47.453646,-104.341350
MT,30,Scobey,66925,2411841,PPL,48.790595,-105.420800
MT,30,Sedan,67075,2583844,CDP,45.963337,-110.879303
MT,30,Seeley Lake,67150,2409304,CDP,47.165767,-113.445129
MT,30,Shawmut,67225,2583845,CDP,46.344663,-109.512152
MT,30,Shelby,67450,2411880,PPL,48.503319,-111.860525
MT,30,Shepherd,67525,2408725,CDP,45.946804,-108.346348
MT,30,Sheridan,67600,2413279,PPL,45.458830,-112.194634
MT,30,Sidney,67900,2411896,PPL,47.714401,-104.168616
MT,30,Silesia,68050,2583846,CDP,45.555776,-108.837715
MT,30,Silver Gate,68425,2583847,CDP,45.019698,-109.983004
MT,30,Simms,68575,2408742,CDP,47.492537,-111.953585
MT,30,Somers,69475,2408755,CDP,48.082446,-114.231948
MT,30,South Browning,69680,2408761,CDP,48.545746,-113.011564
MT,30,South Glastonbury,69713,2583812,CDP,45.312137,-110.808008
MT,30,South Hills,69725,2583848,CDP,46.556401,-111.997638
MT,30,Spokane Creek,69900,2583849,CDP,46.533997,-111.739244
MT,30,Springdale,70150,2583850,CDP,45.738037,-110.223595
MT,30,Springhill,70375,2583851,CDP,45.882980,-111.082415
MT,30,Stanford,70675,2413327,PPL,47.151848,-110.218526
MT,30,Starr School,70825,2409996,CDP,48.604804,-113.142221
MT,30,Stevensville,71200,2413335,PPL,46.507087,-114.088663
MT,30,Stockett,71350,2583852,CDP,47.353489,-111.169738
MT,30,Stryker,71575,2583853,CDP,48.672889,-114.767801
MT,30,Sula,71800,2583854,CDP,45.846186,-113.957482
MT,30,Sunburst,72175,2413350,PPL,48.874305,-111.901248
MT,30,Sun Prairie,72380,2410026,CDP,47.534595,-111.489019
MT,30,Sun River,72475,2410027,CDP,47.530540,-111.723988
MT,30,Superior,72625,2413356,PPL,47.195171,-114.901594
MT,30,Swan Lake,72850,2583855,CDP,47.936103,-113.799720
MT,30,Sweet Grass,73075,2583856,CDP,48.992838,-111.967027
MT,30,Sylvanite,73165,2583857,CDP,48.706255,-115.874027
MT,30,Terry,73675,2413377,PPL,46.792055,-105.312526
MT,30,The Silos,73760,2583858,CDP,46.398427,-111.586483
MT,30,Thompson Falls,73825,2412062,PPL,47.599230,-115.340040
MT,30,Three Forks,73975,2412067,PPL,45.889568,-111.552748
MT,30,Toston,74500,2409341,CDP,46.160780,-111.447869
MT,30,Townsend,74575,2412089,PPL,46.318798,-111.519736
MT,30,Trego,74725,2583859,CDP,48.659002,-114.929076
MT,30,Trout Creek,74950,2409350,CDP,47.834182,-115.583667
MT,30,Troy,75025,2412101,PPL,48.460171,-115.890947
MT,30,Turah,75175,2583860,CDP,46.839970,-113.825226
MT,30,Turner,75250,2583861,CDP,48.846932,-108.400522
MT,30,Turtle Lake,75287,2409366,CDP,47.670093,-114.085697
MT,30,Twin Bridges,75475,2413407,PPL,45.542747,-112.333730
MT,30,Ulm,75775,2409378,CDP,47.421366,-111.523324
MT,30,Valier,76225,2413417,PPL,48.305196,-112.252424
MT,30,Vaughn,76675,2409506,CDP,47.552324,-111.560854
MT,30,Victor,76900,2409511,CDP,46.416122,-114.149243
MT,30,Virginia,77125,2413436,PPL,45.296427,-111.935782
MT,30,Walkerville,77650,2413442,PPL,46.036647,-112.539865
MT,30,Weeksville,78775,2583862,CDP,47.531027,-115.007722
MT,30,Westby,78925,2413470,PPL,48.870467,-104.057200
MT,30,West Glacier,79075,2583863,CDP,48.494666,-113.991866
MT,30,West Glendive,79086,2409549,CDP,47.106144,-104.753210
MT,30,West Havre,79098,2409551,CDP,48.547005,-109.730947
MT,30,West Kootenai,79105,2583864,CDP,48.963166,-115.219266
MT,30,West Yellowstone,79525,2413469,PPL,44.663281,-111.105908
MT,30,Wheatland,79695,2583865,CDP,45.952675,-111.554523
MT,30,Whitefish,79825,2412257,PPL,48.447171,-114.363419
MT,30,Whitehall,79900,2413480,PPL,45.871086,-112.097405
MT,30,White Haven,79935,2583866,CDP,48.347765,-115.515999
MT,30,White Sulphur Springs,80050,2412256,PPL,46.545256,-110.903747
MT,30,Whitewater,80200,2583867,CDP,48.763504,-107.630300
MT,30,Wibaux,80350,2413483,PPL,46.986648,-104.190008
MT,30,Willow Creek,80800,2409599,CDP,45.809670,-111.648915
MT,30,Wilsall,80875,2409602,CDP,45.983433,-110.659763
MT,30,Wineglass,80975,2583868,CDP,45.628030,-110.623322
MT,30,Winifred,81025,2413498,PPL,47.562155,-109.376832
MT,30,Winnett,81100,2413500,PPL,47.004747,-108.346232
MT,30,Winston,81175,2409613,CDP,46.468431,-111.665223
MT,30,Wisdom,81250,2409617,CDP,45.609941,-113.445738
MT,30,Wolf Point,81475,2412291,PPL,48.093051,-105.641398
MT,30,Woods Bay,81700,2409625,CDP,48.014201,-114.066887
MT,30,Worden,81925,2409629,CDP,45.962302,-108.162267
MT,30,Wye,81980,2409631,CDP,46.953116,-114.134536
MT,30,Wyola,82075,2409633,CDP,45.115344,-107.373805
MT,30,Yaak,82130,2583869,CDP,48.829879,-115.686413
MT,30,Zortman,82675,2583870,CDP,47.916736,-108.509020
NE,31,Abie,00205,2397906,PPL,41.334016,-96.949514
NE,31,Adams,00240,2397908,PPL,40.459011,-96.507363
NE,31,Ainsworth,00415,2393893,PPL,42.548434,-99.857563
NE,31,Albion,00555,2393908,PPL,41.687677,-97.998320
NE,31,Alda,00625,2397925,PPL,40.866933,-98.468951
NE,31,Alexandria,00730,2397928,PPL,40.247547,-97.387837
NE,31,Allen,00870,2397934,PPL,42.414434,-96.843209
NE,31,Alliance,00905,2393923,PPL,42.101547,-102.876852
NE,31,Alma,00975,837849,PPL,40.101196,-99.365721
NE,31,Alvo,01150,2397951,PPL,40.872264,-96.386524
NE,31,Ames,01220,2630666,CDP,41.448457,-96.626339
NE,31,Amherst,01290,2397957,PPL,40.838372,-99.269509
NE,31,Anoka,01465,2397965,PPL,42.946000,-98.828529
NE,31,Anselmo,01500,2397966,PPL,41.618581,-99.864577
NE,31,Ansley,01535,2397967,PPL,41.287901,-99.382546
NE,31,Arapahoe,01780,2393970,PPL,40.304827,-99.898015
NE,31,Arcadia,01850,2397977,PPL,41.424823,-99.126062
NE,31,Archer,01920,2583872,CDP,41.166629,-98.138864
NE,31,Arlington,01990,2397985,PPL,41.454855,-96.356527
NE,31,Arnold,02095,2397989,PPL,41.423244,-100.193561
NE,31,Arthur,02200,2397994,PPL,41.571866,-101.692263
NE,31,Ashland,02305,2394000,PPL,41.040345,-96.370141
NE,31,Ashton,02375,2398000,PPL,41.247748,-98.795147
NE,31,Aten,02480,2583873,CDP,42.836736,-97.440810
NE,31,Atkinson,02550,2394013,PPL,42.530860,-98.974667
NE,31,Atlanta,02620,2398005,PPL,40.368409,-99.473223
NE,31,Auburn,02655,2394026,PPL,40.389389,-95.843598
NE,31,Aurora,02690,2394036,PPL,40.863867,-98.006966
NE,31,Avoca,02795,2398012,PPL,40.796505,-96.119161
NE,31,Axtell,02830,2398014,PPL,40.479866,-99.128803
NE,31,Ayr,02865,2398015,PPL,40.438290,-98.440807
NE,31,Bancroft,03005,2398027,PPL,42.010522,-96.573265
NE,31,Barada,03040,2398030,PPL,40.218460,-95.577801
NE,31,Barneston,03075,2398033,PPL,40.048697,-96.573598
NE,31,Bartlett,03145,2398042,PPL,41.883933,-98.552565
NE,31,Bartley,03180,2398043,PPL,40.251123,-100.310429
NE,31,Bassett,03215,2394076,PPL,42.582541,-99.536625
NE,31,Battle Creek,03250,2394082,PPL,41.998119,-97.599465
NE,31,Bayard,03285,2394089,PPL,41.757193,-103.323015
NE,31,Bazile Mills,03355,2398054,PPL,42.512436,-97.908329
NE,31,Beatrice,03390,837869,PPL,40.275160,-96.747280
NE,31,Beaver,03495,2394100,PPL,40.138332,-99.827615
NE,31,Beaver Crossing,03530,2398060,PPL,40.777916,-97.282465
NE,31,Bee,03600,2398065,PPL,41.006410,-97.058268
NE,31,Beemer,03635,2398068,PPL,41.930081,-96.809339
NE,31,Belden,03775,2398069,PPL,42.411720,-97.207407
NE,31,Belgrade,03810,2398071,PPL,41.470841,-98.067731
NE,31,Bellevue,03950,2394120,PPL,41.154293,-95.932838
NE,31,Bellwood,04020,2398085,PPL,41.342044,-97.239950
NE,31,Belmar,04055,2583874,CDP,41.305457,-101.934626
NE,31,Belvidere,04160,2398091,PPL,40.254635,-97.557706
NE,31,Benedict,04195,2398093,PPL,41.006246,-97.607308
NE,31,Benkelman,04230,2394133,PPL,40.051731,-101.535397
NE,31,Bennet,04300,2398094,PPL,40.681786,-96.504032
NE,31,Bennington,04405,2394137,PPL,41.367632,-96.161684
NE,31,Berea,04545,2583875,CDP,42.212279,-102.982984
NE,31,Bertrand,04615,2398106,PPL,40.526299,-99.632385
NE,31,Berwyn,04650,2398107,PPL,41.350852,-99.500611
NE,31,Big Springs,04895,2398119,PPL,41.060902,-102.074466
NE,31,Bladen,05140,2398129,PPL,40.323444,-98.595880
NE,31,Blair,05350,2394184,PPL,41.541555,-96.135287
NE,31,Bloomfield,05455,837886,PPL,42.598412,-97.648138
NE,31,Bloomington,05490,2398140,PPL,40.093791,-99.038389
NE,31,Blue Hill,05560,2394202,PPL,40.332989,-98.448353
NE,31,Blue Springs,05630,2394207,PPL,40.137192,-96.662835
NE,31,Bow Valley,05980,2583876,CDP,42.715424,-97.252206
NE,31,Boys,06015,2398159,PPL,41.257232,-96.133503
NE,31,Bradshaw,06050,2398166,PPL,40.883491,-97.747047
NE,31,Brady,06085,2398167,PPL,41.022290,-100.367563
NE,31,Brainard,06120,2398169,PPL,41.181602,-97.002217
NE,31,Brewster,06260,2397450,PPL,41.938271,-99.864985
NE,31,Bridgeport,06295,2393416,PPL,41.663721,-103.096460
NE,31,Bristow,06400,2397457,PPL,42.840777,-98.583307
NE,31,Broadwater,06470,2397461,PPL,41.597944,-102.852399
NE,31,Brock,06505,2397463,PPL,40.480475,-95.960053
NE,31,Broken Bow,06610,837893,PPL,41.405128,-99.640123
NE,31,Brownlee,06680,2583877,CDP,42.289207,-100.624178
NE,31,Brownville,06750,2397474,PPL,40.397617,-95.661086
NE,31,Brule,06785,2397475,PPL,41.094699,-101.888506
NE,31,Bruning,06820,2397476,PPL,40.335748,-97.564738
NE,31,Bruno,06855,2397477,PPL,41.283106,-96.960906
NE,31,Brunswick,06890,2397478,PPL,42.337704,-97.971756
NE,31,Burchard,07065,2397496,PPL,40.149381,-96.348820
NE,31,Burr,07205,2397504,PPL,40.535947,-96.299775
NE,31,Burton,07310,2397508,PPL,42.911927,-99.591852
NE,31,Burwell,07345,2393477,PPL,41.779981,-99.134159
NE,31,Bushnell,07415,2397510,PPL,41.232729,-103.891125
NE,31,Butte,07485,2397514,PPL,42.912454,-98.847904
NE,31,Byron,07555,2397518,PPL,40.004857,-97.768587
NE,31,Cairo,07625,2397524,PPL,41.005454,-98.602304
NE,31,Callaway,07660,2397532,PPL,41.291446,-99.920312
NE,31,Cambridge,07730,2393508,PPL,40.284277,-100.165372
NE,31,Campbell,07870,2397543,PPL,40.296339,-98.731522
NE,31,Carleton,07975,2397555,PPL,40.303323,-97.681584
NE,31,Carroll,08010,2397563,PPL,42.275777,-97.190902
NE,31,Cedar Bluffs,08150,2397579,PPL,41.397119,-96.609756
NE,31,Cedar Creek,08185,2397580,PPL,41.045564,-96.101748
NE,31,Cedar Rapids,08220,2397583,PPL,41.558908,-98.149300
NE,31,Center,08360,2397587,PPL,42.608975,-97.876225
NE,31,Central,08535,837913,PPL,41.113317,-98.000202
NE,31,Ceresco,08570,2397593,PPL,41.057704,-96.645739
NE,31,Chadron,08605,2393793,PPL,42.825981,-103.002347
NE,31,Chalco,08640,2393371,CDP,41.181645,-96.135367
NE,31,Chambers,08675,2397598,PPL,42.204733,-98.748606
NE,31,Champion,08745,2583878,CDP,40.470854,-101.744895
NE,31,Chapman,08780,2397603,PPL,41.023278,-98.159385
NE,31,Chappell,08885,2393801,PPL,41.091300,-102.469938
NE,31,Chester,09095,2397616,PPL,40.010215,-97.618092
NE,31,Clarks,09165,2397631,PPL,41.216269,-97.839488
NE,31,Clarkson,09200,2393542,PPL,41.723424,-97.121520
NE,31,Clatonia,09270,2397635,PPL,40.465369,-96.851208
NE,31,Clay Center,09375,837923,PPL,40.525471,-98.054996
NE,31,Clearwater,09445,2397643,PPL,42.170698,-98.189727
NE,31,Clinton,09655,2398583,PPL,42.759720,-102.347883
NE,31,Cody,09760,2398594,PPL,42.937747,-101.248921
NE,31,Coleridge,09865,2398596,PPL,42.506458,-97.202825
NE,31,Colon,10005,2398602,PPL,41.298113,-96.606829
NE,31,Columbus,10110,837933,PPL,41.435709,-97.356113
NE,31,Comstock,10180,2398610,PPL,41.557197,-99.243008
NE,31,Concord,10250,2398613,PPL,42.384172,-96.989293
NE,31,Cook,10390,2398621,PPL,40.510575,-96.161637
NE,31,Cordova,10495,2398627,PPL,40.716373,-97.351602
NE,31,Cornlea,10600,2398630,PPL,41.680049,-97.566904
NE,31,Cortland,10635,2398631,PPL,40.505935,-96.706111
NE,31,Cotesfield,10740,2398634,PPL,41.357571,-98.633605
NE,31,Cowles,10985,2398640,PPL,40.171400,-98.449019
NE,31,Cozad,11020,2393659,PPL,40.861294,-99.986376
NE,31,Crab Orchard,11055,2398641,PPL,40.334652,-96.422437
NE,31,Craig,11090,2398642,PPL,41.785262,-96.362433
NE,31,Crawford,11195,2393663,PPL,42.684562,-103.415997
NE,31,Creighton,11230,837947,PPL,42.464857,-97.907146
NE,31,Creston,11300,2398648,PPL,41.707979,-97.362655
NE,31,Crete,11370,2393673,PPL,40.625692,-96.957289
NE,31,Crofton,11440,837950,PPL,42.731613,-97.498608
NE,31,Crookston,11475,2398653,PPL,42.926311,-100.753436
NE,31,Culbertson,11615,2398657,PPL,40.224200,-100.839640
NE,31,Curtis,11825,2393700,PPL,40.633562,-100.511262
NE,31,Cushing,11860,2398661,PPL,41.294827,-98.369257
NE,31,Dakota,12000,2393706,PPL,42.418115,-96.420744
NE,31,Dalton,12070,2398672,PPL,41.408231,-102.970777
NE,31,Danbury,12105,2398677,PPL,40.037706,-100.405108
NE,31,Dannebrog,12140,2398679,PPL,41.118605,-98.545735
NE,31,Davenport,12245,2398685,PPL,40.312312,-97.811514
NE,31,Davey,12280,2398686,PPL,40.983759,-96.669193
NE,31,David,12315,837956,PPL,41.259871,-97.129298
NE,31,Dawson,12420,2398690,PPL,40.130886,-95.830079
NE,31,Daykin,12455,2398691,PPL,40.321720,-97.298328
NE,31,Decatur,12525,2398700,PPL,42.005886,-96.248312
NE,31,Denton,12770,2398713,PPL,40.739248,-96.845973
NE,31,Deshler,12840,2394525,PPL,40.139627,-97.723422
NE,31,Deweese,12945,2398718,PPL,40.354731,-98.139160
NE,31,De Witt,13015,2398698,PPL,40.395311,-96.922209
NE,31,Diller,13085,2398725,PPL,40.108765,-96.937830
NE,31,Dix,13190,2398730,PPL,41.234280,-103.486672
NE,31,Dixon,13225,2398732,PPL,42.415408,-96.994833
NE,31,Dodge,13295,2398733,PPL,41.721815,-96.880385
NE,31,Doniphan,13365,2398736,PPL,40.774202,-98.370833
NE,31,Dorchester,13435,2398741,PPL,40.647380,-97.114886
NE,31,Douglas,13505,2398742,PPL,40.593182,-96.388230
NE,31,Du Bois,13750,2398751,PPL,40.034538,-96.046672
NE,31,Dunbar,13855,2398752,PPL,40.668679,-96.030868
NE,31,Duncan,13890,2398753,PPL,41.390082,-97.493369
NE,31,Dunning,13960,2398758,PPL,41.827078,-100.104499
NE,31,Dwight,14065,2398765,PPL,41.082711,-97.019073
NE,31,Eagle,14100,2398768,PPL,40.816121,-96.432729
NE,31,Eddyville,14380,2398783,PPL,41.012213,-99.623996
NE,31,Edgar,14450,2394616,PPL,40.368263,-97.970973
NE,31,Edison,14520,2398788,PPL,40.277659,-99.776306
NE,31,Elba,14555,2398793,PPL,41.285311,-98.569262
NE,31,Elgin,14730,2394645,PPL,41.983233,-98.082639
NE,31,Elk Creek,14975,2398802,PPL,40.288253,-96.126943
NE,31,Elm Creek,15360,2398813,PPL,40.720084,-99.375590
NE,31,Elmwood,15430,2398816,PPL,40.842533,-96.294643
NE,31,Elsie,15500,2398820,PPL,40.847168,-101.389155
NE,31,Elwood,15570,2398823,PPL,40.589730,-99.861660
NE,31,Elyria,15605,2398824,PPL,41.680048,-99.005301
NE,31,Emerson,15710,2398827,PPL,42.278205,-96.726290
NE,31,Emmet,15815,2398829,PPL,42.475698,-98.809302
NE,31,Enders,15885,2583879,CDP,40.454919,-101.535567
NE,31,Endicott,15920,2398833,PPL,40.082198,-97.095385
NE,31,Ericson,16025,2398839,PPL,41.780442,-98.678576
NE,31,Eustis,16165,2398843,PPL,40.664527,-100.029551
NE,31,Ewing,16270,2398848,PPL,42.259359,-98.343746
NE,31,Exeter,16340,2398851,PPL,40.644540,-97.448793
NE,31,Fairbury,16410,2394728,PPL,40.143525,-97.176502
NE,31,Fairfield,16445,2394733,PPL,40.432311,-98.103239
NE,31,Fairmont,16550,2398854,PPL,40.633134,-97.587898
NE,31,Falls,16655,2394740,PPL,40.062208,-95.599013
NE,31,Farnam,16725,2398864,PPL,40.706496,-100.215492
NE,31,Farwell,16760,2398866,PPL,41.215623,-98.628055
NE,31,Filley,16830,2398876,PPL,40.285202,-96.533935
NE,31,Firth,16935,2398879,PPL,40.534366,-96.605611
NE,31,Fontanelle,17040,2583880,CDP,41.538255,-96.427187
NE,31,Fordyce,17110,2398893,PPL,42.698217,-97.362773
NE,31,Fort Calhoun,17145,2394795,PPL,41.456306,-96.026190
NE,31,Foster,17320,2398907,PPL,42.274699,-97.665093
NE,31,Franklin,17530,838009,PPL,40.096549,-98.951425
NE,31,Fremont,17670,838010,PPL,41.441615,-96.489675
NE,31,Friend,17775,2394827,PPL,40.650513,-97.283795
NE,31,Fullerton,17810,838012,PPL,41.364988,-97.972261
NE,31,Funk,17880,2398933,PPL,40.463051,-99.250838
NE,31,Gandy,17950,2398941,PPL,41.469749,-100.458337
NE,31,Garland,18230,2398945,PPL,40.944587,-96.985292
NE,31,Garrison,18300,2398947,PPL,41.175442,-97.163313
NE,31,Geneva,18405,2394878,PPL,40.529543,-97.599075
NE,31,Genoa,18475,838022,PPL,41.445874,-97.733271
NE,31,Gering,18580,2394885,PPL,41.827518,-103.664865
NE,31,Gibbon,18615,2394889,PPL,40.746067,-98.845814
NE,31,Gilead,18720,2398963,PPL,40.146093,-97.415052
NE,31,Giltner,18825,2398964,PPL,40.775355,-98.154284
NE,31,Glenvil,19070,2398978,PPL,40.502681,-98.254546
NE,31,Glenwood,19160,2587007,CDP,40.755284,-99.080854
NE,31,Goehner,19245,2398171,PPL,40.832732,-97.219574
NE,31,Gordon,19350,2394933,PPL,42.806432,-102.203938
NE,31,Gothenburg,19385,2394936,PPL,40.924676,-100.153929
NE,31,Grafton,19455,2398184,PPL,40.629777,-97.714629
NE,31,Grand Island,19595,838031,PPL,40.921352,-98.358559
NE,31,Grant,19910,2394965,PPL,40.844432,-101.726125
NE,31,Greeley Center,20050,2398200,PPL,41.548344,-98.530517
NE,31,Greenwood,20190,2398208,PPL,40.961818,-96.443051
NE,31,Gresham,20225,2398209,PPL,41.028422,-97.401077
NE,31,Gretna,20260,2394248,PPL,41.140046,-96.234605
NE,31,Gross,20295,2398211,PPL,42.946080,-98.569735
NE,31,Guide Rock,20365,2398215,PPL,40.073706,-98.328803
NE,31,Gurley,20435,2398218,PPL,41.321393,-102.974419
NE,31,Hadar,20470,2398220,PPL,42.107221,-97.450972
NE,31,Haigler,20540,2398221,PPL,40.012142,-101.938559
NE,31,Hallam,20610,2398224,PPL,40.537517,-96.786609
NE,31,Halsey,20680,2398226,PPL,41.903320,-100.269701
NE,31,Hamlet,20750,2398232,PPL,40.384450,-101.234549
NE,31,Hampton,20785,2398236,PPL,40.881115,-97.887535
NE,31,Harbine,20960,2398246,PPL,40.191627,-96.974149
NE,31,Hardy,20995,2398248,PPL,40.011351,-97.923808
NE,31,Harrisburg,21030,2393039,CDP,41.550529,-103.726684
NE,31,Harrison,21240,2398253,PPL,42.688085,-103.882471
NE,31,Hartington,21275,2394310,PPL,42.620617,-97.266925
NE,31,Harvard,21345,2394316,PPL,40.620076,-98.096122
NE,31,Hastings,21415,838051,PPL,40.596290,-98.392861
NE,31,Hayes Center,21660,2398269,PPL,40.511024,-101.020397
NE,31,Hay Springs,21730,2398268,PPL,42.683290,-102.689593
NE,31,Hazard,21765,2398478,PPL,41.091539,-99.077244
NE,31,Heartwell,21835,2398480,PPL,40.569907,-98.789077
NE,31,Hebron,21905,2394343,PPL,40.168165,-97.587177
NE,31,Hemingford,22045,2398485,PPL,42.321263,-103.075357
NE,31,Henderson,22080,2394349,PPL,40.778922,-97.811491
NE,31,Hendley,22115,2398488,PPL,40.131315,-99.971192
NE,31,Henry,22150,2398491,PPL,41.997963,-104.046090
NE,31,Herman,22185,2398492,PPL,41.673825,-96.216718
NE,31,Hershey,22290,2398496,PPL,41.160280,-101.000441
NE,31,Hickman,22325,2394370,PPL,40.624001,-96.630840
NE,31,Hildreth,22430,2398504,PPL,40.337832,-99.045751
NE,31,Holbrook,22605,2398520,PPL,40.304740,-100.009989
NE,31,Holdrege,22640,838058,PPL,40.439466,-99.375134
NE,31,Holmesville,22780,2583881,CDP,40.201426,-96.658850
NE,31,Holstein,22815,2398531,PPL,40.464752,-98.650813
NE,31,Homer,22920,2398534,PPL,42.322495,-96.491210
NE,31,Hooper,23025,2394414,PPL,41.611373,-96.548627
NE,31,Hordville,23200,2398545,PPL,41.079361,-97.890349
NE,31,Hoskins,23235,2398546,PPL,42.112636,-97.304384
NE,31,Howard,23270,2398548,PPL,41.075411,-98.715322
NE,31,Howells,23340,2398549,PPL,41.724232,-97.004645
NE,31,Hubbard,23375,2398552,PPL,42.385901,-96.591487
NE,31,Hubbell,23410,2398554,PPL,40.008741,-97.497006
